quality,year,area,rooms,fireplaces,price
7,2004,1728,7,0,190.0
7,2004,1500,6,0,190.0
6,2005,1476,7,0,173.5
6,2007,1396,6,1,170.0
4,1949,1126,5,0,108.0
5,1964,1486,7,0,167.0
4,1938,816,3,1,100.0
7,2003,1922,7,1,198.5
6,1977,1426,6,0,159.5
4,1960,1149,7,0,127.0
6,1976,1125,6,1,125.0
9,2007,1698,8,1,320.0
6,2005,1072,5,0,145.5
5,1947,698,4,0,118.0
4,1959,876,5,0,85.0
5,1950,1368,6,0,120.0
4,1945,1529,9,0,98.0
5,1922,864,4,0,99.9
3,1952,944,4,0,82.0
5,1959,1678,10,0,119.9
5,1956,1560,7,1,103.5
4,1956,960,5,0,112.0
6,1920,1196,7,0,110.0
5,1941,1298,6,2,122.0
5,1941,1604,6,0,117.0
5,1938,1268,7,2,160.0
5,1932,1520,6,0,159.434
2,1920,438,3,0,60.0
6,1940,1489,7,1,139.5
7,1920,3082,12,2,197.0
6,1935,1242,6,1,105.0
4,1928,1981,7,2,135.0
6,1916,1232,6,1,147.5
6,1925,1608,7,1,137.45
7,1936,1135,6,0,155.0
6,1928,1913,9,1,177.0
7,1928,1477,6,1,145.0
7,1918,1228,6,1,137.0
7,1926,2080,9,2,234.0
5,1940,1567,6,2,205.0
6,1942,1494,7,2,177.5
5,1940,1308,7,2,160.0
5,1960,1273,5,0,155.0
5,1921,964,5,0,163.5
5,1921,1343,7,1,154.9
7,1940,2480,13,2,205.0
5,1954,1112,6,1,144.8
7,1941,1564,7,1,174.5
6,1960,1561,6,1,193.0
5,1949,1523,7,1,158.0
6,1950,1152,6,1,158.5
6,1954,1906,6,2,224.0
6,1980,1032,5,1,115.0
6,1980,1229,5,1,137.0
6,1980,1229,5,1,121.0
6,1980,1229,5,1,124.0
6,1986,1982,6,1,208.0
7,1971,2365,7,2,315.0
6,1988,1680,5,1,222.0
5,1920,1344,6,0,147.0
5,1900,2168,11,0,123.0
5,1920,1192,6,0,78.0
3,1915,1526,6,0,85.0
4,1925,572,4,0,75.0
8,2007,1648,5,1,230.0
2,1910,810,4,0,57.625
8,2000,2052,7,1,251.0
7,2003,2149,6,1,239.686
7,2004,1710,7,1,240.0
6,2001,1961,7,1,215.0
6,1977,926,5,1,156.45
6,1977,1287,5,2,173.0
5,1977,1734,8,0,126.0
7,1990,1217,6,0,173.0
5,1991,1595,5,0,152.0
6,1958,1344,7,1,137.5
7,1965,2036,8,2,375.0
9,2007,1620,6,1,315.5
7,2009,1692,6,0,224.5
9,2008,2036,9,1,410.0
9,2008,1641,7,0,316.5
8,2007,1466,7,0,201.0
6,1988,1412,6,1,175.0
6,1980,2237,7,1,204.0
7,1987,1479,7,1,213.5
8,2001,1296,6,0,220.0
7,2003,2014,9,0,170.0
9,2006,1838,8,1,315.0
9,2007,1978,7,1,425.0
5,1968,1008,6,0,139.5
5,1960,1771,9,1,115.0
6,1998,1204,5,0,162.0
6,1999,1224,5,0,165.0
4,1973,988,5,0,91.0
5,1968,874,5,0,130.0
4,1970,630,3,0,86.0
5,1969,1404,7,1,160.0
4,1970,630,3,0,80.0
4,1970,1344,6,1,97.0
4,1970,1092,6,0,88.0
5,1972,796,4,0,131.9
6,1993,1091,5,0,131.25
5,1978,1110,4,1,165.5
5,1985,833,5,0,112.0
5,1992,883,5,1,149.0
5,1993,1362,5,0,143.0
5,1992,1287,6,0,130.0
6,1977,1567,5,2,196.0
5,1969,1632,7,1,173.0
6,1958,1414,6,1,176.5
6,1970,2117,7,2,237.5
6,1969,2112,9,2,206.9
6,1997,1604,7,1,187.5
6,1995,1470,7,1,165.0
6,1998,1604,7,0,195.5
6,1998,1638,7,2,192.0
6,1996,1636,7,1,173.0
5,1996,1384,7,0,177.9
7,1996,1446,6,1,175.0
8,2001,1593,5,1,286.0
8,1997,1682,6,1,247.9
8,1993,1337,5,1,180.0
8,1992,1280,5,0,180.0
6,1997,1604,7,1,181.0
6,1998,1633,7,1,183.0
6,1995,1658,8,1,188.0
7,1994,1895,7,1,194.5
6,1991,1709,7,0,185.0
8,1988,1228,5,1,189.0
8,1989,1337,5,1,188.5
8,2005,2500,9,1,355.0
9,2005,2504,11,1,325.0
9,2004,1884,7,1,387.0
6,1952,1474,7,2,115.0
9,2007,1710,6,1,334.0
6,1950,1488,6,1,133.0
7,1986,2093,7,1,215.0
7,1988,1688,6,1,226.5
6,1981,1422,7,1,175.5
7,1983,1260,6,0,181.9
7,1978,2064,7,2,235.0
7,1979,1782,6,1,220.0
6,1977,2872,11,1,272.0
6,1976,1211,6,1,161.0
5,1977,1126,6,0,175.0
7,1980,2044,7,1,185.0
5,1969,1308,7,0,146.9
7,1978,2840,8,2,292.5
6,1976,1523,7,1,180.0
6,1976,1444,5,1,159.9
7,1976,1964,8,1,205.0
5,1973,1178,5,1,157.0
8,1996,2340,9,1,306.0
5,1974,1792,8,0,133.0
6,1969,1054,6,0,151.0
4,1969,936,4,0,111.9
5,1971,864,5,0,123.0
4,1972,864,5,0,111.25
6,1998,1337,5,0,181.0
6,1973,987,5,0,103.4
6,1973,987,5,0,100.0
6,1972,987,5,0,100.5
6,1970,987,5,0,106.0
6,1971,987,4,0,85.4
6,1971,987,5,0,89.5
5,1972,1302,6,0,111.75
6,1977,1069,4,0,140.0
6,1975,1456,7,0,143.0
7,1977,1055,4,0,148.5
5,1966,892,5,0,110.0
8,2008,1932,7,1,394.617
10,2007,2332,9,1,426.0
10,2007,2084,7,1,385.0
9,2008,2713,11,1,446.261
8,2007,1582,7,0,317.5
8,2007,1710,6,1,372.402
8,2007,2464,9,1,417.5
9,2007,1950,7,1,383.0
9,2006,2748,9,1,390.0
10,2005,2790,10,1,460.0
9,2005,2331,9,1,379.0
8,2007,2088,10,1,250.0
8,2004,2332,9,1,316.0
10,2003,2470,7,2,615.0
9,2003,2668,10,2,412.5
7,2003,2046,8,1,284.0
8,2003,1575,7,1,284.0
8,2001,2649,10,1,421.25
8,2003,2690,9,1,370.0
9,2008,1866,7,1,336.86
9,2008,1702,7,1,367.294
7,2005,1367,6,1,192.0
8,2003,1518,6,1,274.0
9,2005,1684,6,1,266.0
9,2007,1800,6,1,370.967
8,2006,1342,6,1,234.25
8,2006,1342,6,1,219.5
7,2003,1626,6,0,155.0
7,2003,1626,6,0,154.0
7,2004,1358,6,1,207.0
7,2003,1455,6,1,195.0
7,2004,1576,7,1,219.99
7,2005,1504,7,1,191.0
7,2007,1266,6,1,159.895
7,2007,1246,5,1,187.687
6,2004,1515,8,1,179.0
6,2004,1593,8,1,193.0
7,2005,1166,5,0,190.0
6,2005,1456,8,0,176.0
7,2002,1720,7,1,188.0
7,2003,1986,9,1,213.0
7,2007,1358,6,1,217.3
6,2000,1792,8,1,186.5
7,2000,1892,8,1,226.75
7,2004,1490,8,1,184.0
7,2002,1414,6,1,176.0
7,1999,2322,8,1,225.0
7,1999,1651,7,1,185.9
8,1997,2199,9,1,284.5
8,1998,2630,8,1,315.0
8,2000,2198,9,1,250.0
9,2000,2172,8,1,291.0
8,1998,2006,5,1,350.0
7,1996,2125,12,2,279.5
8,1995,2501,9,1,290.0
8,1995,2113,7,1,350.0
7,1993,2418,9,1,341.0
7,1993,2197,9,1,287.5
7,1994,2127,5,2,271.0
8,1994,1987,7,1,301.5
8,2007,1580,7,0,235.128
6,2007,1933,9,1,214.0
8,2006,1574,7,1,232.0
7,2006,1578,7,1,240.0
9,2008,1506,6,1,264.132
8,2007,1563,6,1,245.0
7,2008,1428,6,0,227.68
8,2007,1861,7,1,257.0
8,2007,1874,8,1,297.9
8,2006,1460,6,1,247.0
8,2007,1372,6,0,212.7
7,2007,1372,6,0,250.58
7,2007,1428,6,0,182.0
7,2005,1768,7,0,226.7
8,2003,1992,9,1,250.0
7,2005,1958,9,1,250.0
8,2007,2078,8,1,339.75
7,2007,1665,7,0,205.95
8,2007,1660,7,1,256.0
7,2007,1218,6,0,230.348
6,2003,1728,7,0,207.5
7,2004,1080,6,0,141.0
6,2003,1696,7,0,188.0
7,2003,1663,8,0,192.5
6,2005,1175,6,0,146.0
5,2004,1114,6,0,159.0
6,2003,1114,6,0,155.0
6,2004,1640,6,0,173.0
7,2007,1162,6,0,170.0
6,1995,1609,6,0,182.0
6,1993,1680,7,0,163.0
6,1994,1679,7,1,193.5
7,1994,1657,6,0,189.0
6,2001,1677,7,0,190.5
7,1992,1737,7,0,175.0
6,1991,1294,6,0,179.2
6,1993,1710,7,0,187.0
6,1993,1617,5,1,193.0
6,1993,1199,5,0,153.9
5,1963,984,5,1,128.0
5,1962,912,4,0,144.0
5,1961,864,5,1,135.0
5,1968,890,5,0,115.0
5,1963,864,5,0,119.916
6,1961,912,5,0,142.0
6,1974,1430,6,2,192.0
5,1972,1641,5,1,140.0
6,1990,2683,9,2,290.0
9,1993,2786,10,1,372.5
7,2004,1391,5,0,196.0
7,2006,1250,5,0,171.9
7,2004,1245,5,0,178.0
6,2005,1200,5,0,165.0
7,2007,1392,5,0,146.0
7,2007,1392,5,0,146.0
7,1999,1501,6,0,179.4
6,1999,1549,6,0,172.9
9,2000,1638,5,1,300.0
9,2001,1310,5,1,285.0
9,2001,1419,5,1,290.0
9,1999,1557,5,1,305.0
9,1999,1709,5,1,328.9
7,1999,1252,4,0,160.0
7,1999,1404,5,0,170.0
7,2001,1789,7,1,223.0
8,1999,1586,7,0,170.0
8,1999,1607,7,0,200.0
10,1998,2393,7,1,345.0
8,1996,1288,4,2,245.5
8,1995,1239,4,1,217.5
8,1993,1719,6,2,324.0
6,1984,1232,6,0,162.5
9,1977,2944,9,1,150.0
8,1976,1671,6,1,290.0
7,2002,1812,7,1,205.0
7,1970,1682,7,1,174.0
6,1969,1427,7,0,183.0
6,1968,1740,8,1,150.0
6,1971,1258,5,0,145.0
7,1967,1620,8,1,215.0
5,1965,1625,8,0,140.5
6,1974,2614,9,1,240.0
5,1968,1464,7,0,141.0
5,1965,912,5,0,147.0
5,1965,925,5,0,135.0
5,1965,1728,10,0,145.0
5,1965,1728,10,0,142.6
5,1973,1656,8,0,135.0
7,1971,1670,7,0,170.0
8,1976,2715,11,2,299.8
6,1974,1876,8,1,185.0
6,1966,1632,7,0,173.0
7,1961,999,6,0,178.4
7,1968,1978,9,1,176.0
5,1956,1014,6,0,98.0
4,1957,907,5,0,109.008
4,1956,952,4,0,135.75
5,1963,1128,6,0,155.0
6,1964,1425,7,1,180.5
6,1966,1165,6,0,174.9
6,1965,1136,5,1,140.0
6,1964,1092,6,0,145.0
5,1965,1265,6,1,179.9
6,1964,1350,6,0,168.5
5,1961,1114,5,0,140.0
5,1959,1053,5,0,145.5
6,1959,1252,7,0,142.0
4,1960,1100,6,1,141.0
5,1960,1118,6,0,153.0
3,1949,720,4,0,72.5
3,1935,729,5,0,52.0
5,1939,1077,5,2,118.0
4,1937,906,5,0,87.0
5,1960,1496,6,0,141.5
6,1950,1252,6,0,119.0
5,1950,1337,7,1,141.5
6,1955,1661,8,1,165.5
5,1953,1036,5,0,112.9
7,1965,1820,8,2,201.8
6,1961,1362,6,1,163.0
5,1961,1144,6,0,139.95
6,1962,1537,7,1,174.0
6,1962,1431,6,1,165.0
6,1966,1988,9,1,227.0
5,1955,1098,6,0,135.0
5,1963,1144,6,0,124.0
5,1962,1283,6,0,140.0
5,1957,1176,6,2,136.5
5,1959,1440,7,0,185.0
6,1958,1261,6,1,163.0
6,1958,1570,5,1,166.8
6,1956,1196,6,1,139.0
6,1957,1392,6,2,166.0
6,1958,1080,5,0,136.0
5,1956,1104,5,0,133.0
5,1952,882,4,0,116.0
5,1953,1152,6,0,137.5
5,1953,950,5,0,130.0
6,1957,1790,6,2,180.0
5,1951,952,4,0,139.0
5,1953,773,4,0,110.0
5,1957,1764,7,1,100.0
5,1947,1216,6,0,118.5
5,1957,1824,9,0,146.0
4,1948,869,3,0,89.9
5,1925,1159,5,0,114.0
5,1945,1558,6,1,140.0
4,1940,672,4,0,86.9
5,1922,1436,7,1,139.0
4,1900,1294,7,0,106.25
6,1962,1716,8,1,171.0
5,1968,1044,5,1,139.0
7,1958,1312,6,1,186.0
6,1960,1253,5,1,157.0
6,1960,1081,5,0,148.0
7,1960,2069,9,1,242.0
5,1953,910,5,0,116.0
5,1951,876,5,1,94.0
5,1950,1048,7,0,98.3
5,1960,1507,7,0,127.0
5,1959,1256,6,0,159.0
5,1962,1027,6,0,125.9
5,1960,1269,6,1,155.0
6,1948,1320,5,0,138.0
6,1954,984,4,0,112.5
6,1954,832,4,0,105.5
6,1954,1278,6,0,127.5
5,1961,1800,10,0,130.0
5,1955,1588,6,0,150.0
5,1954,825,4,0,109.5
6,1963,1796,8,1,140.0
6,1964,1611,7,0,167.9
5,1963,1117,6,0,136.87
6,2008,1133,7,0,143.0
5,1925,764,4,0,73.0
5,1904,1539,8,1,157.5
5,1948,1323,6,0,122.6
5,1910,1360,6,0,111.0
6,1920,2792,8,2,256.0
5,1940,672,4,0,64.0
6,1915,1456,7,0,139.5
4,1910,1594,9,0,118.0
7,2003,2082,6,0,200.0
4,1940,1656,8,0,119.164
5,1920,1740,6,1,122.25
7,1920,1027,5,1,120.0
6,1940,1436,8,2,155.0
5,1910,899,5,0,78.0
5,1890,1080,5,0,95.0
5,1948,789,5,0,115.0
5,1948,1122,6,0,147.0
5,1946,1499,5,1,140.0
2,1946,407,3,0,46.5
5,1957,928,5,0,112.5
4,1954,901,4,0,107.9
3,1949,1588,6,0,65.0
7,1880,3493,10,1,295.0
5,1900,1627,10,0,139.5
5,1915,1416,7,1,153.9
7,1920,1450,7,0,132.0
5,1916,1344,7,0,98.0
5,1900,1017,5,0,114.0
5,1920,2350,10,0,130.0
6,1917,2058,8,1,129.5
5,1905,1540,7,0,129.4
7,1928,1378,7,1,161.0
6,1905,1912,7,1,163.0
6,1914,1484,9,1,128.0
8,1872,2358,8,0,122.0
7,1926,1111,5,1,116.9
10,1893,2775,9,1,325.0
2,1920,1086,5,0,55.0
7,1890,2495,10,1,184.0
5,1959,984,5,0,110.0
5,1954,1795,7,0,131.5
5,1956,882,4,0,97.0
4,1958,1093,5,0,115.5
5,1928,1143,5,1,138.0
7,1945,1668,8,0,108.0
5,1930,935,4,0,79.5
5,1935,1738,6,1,153.0
5,1924,784,5,0,109.5
5,1941,1210,6,0,124.0
6,1900,1290,6,0,106.9
6,1940,1672,6,1,164.9
5,1924,949,5,1,119.0
6,1929,1158,5,1,120.0
6,1937,1497,5,0,157.0
6,1939,1342,7,1,105.0
6,1926,1013,6,0,113.0
5,1920,1216,6,1,115.0
4,1946,896,4,0,79.0
4,1929,1136,6,0,123.0
5,1945,808,6,0,81.3
5,1930,1573,8,1,162.9
7,1939,2009,7,1,150.0
5,1923,1902,7,0,123.5
7,1931,1774,8,2,129.9
6,1920,1362,6,0,128.0
4,1927,520,4,0,68.5
5,1948,1285,6,0,127.0
6,1923,1848,8,1,207.0
7,1925,1820,8,0,184.0
6,1915,1716,8,0,162.5
5,1940,1505,8,0,145.0
6,1918,838,5,0,130.0
6,1910,1984,8,0,160.0
8,1925,1666,7,1,161.0
6,1910,1609,7,0,127.5
6,1930,768,4,0,93.85
6,1952,1536,7,0,136.0
6,1938,1969,9,1,141.0
5,1915,1308,6,0,120.0
6,1925,1040,5,0,127.5
6,1925,1236,6,1,127.0
6,1920,1406,6,0,89.5
5,1955,825,4,0,125.0
6,1920,1198,7,0,79.9
5,1912,759,5,0,85.0
3,1915,1344,8,0,82.375
6,1906,1469,7,0,135.0
5,1947,1054,6,0,124.0
5,1968,1211,5,1,134.0
5,1948,1271,7,1,135.0
4,1959,1588,7,1,134.432
5,1940,1355,6,0,127.5
5,1963,1075,6,0,148.0
5,1965,1040,5,0,129.5
6,1978,1096,6,1,157.5
5,1966,904,6,0,109.9
5,1967,992,6,0,145.0
5,1967,894,5,0,130.0
6,1978,1034,6,1,153.0
5,1967,1073,6,0,120.0
5,1984,1126,5,0,152.0
4,1969,1258,6,0,108.959
5,1920,1140,6,0,95.541
5,1959,1006,5,0,80.0
5,1966,1228,6,0,149.35
5,1963,960,6,0,144.9
6,1956,1188,4,1,185.0
5,1954,1383,6,1,165.0
6,1960,1252,4,1,235.0
5,1958,1601,6,0,140.0
5,1940,672,4,0,108.0
5,1960,1721,7,2,145.0
5,1941,1350,6,0,152.4
5,1970,904,5,0,144.0
6,1996,1291,6,1,173.0
7,1977,2022,8,1,192.0
7,1979,1524,7,2,245.0
7,1954,1363,5,2,241.5
4,1954,1663,6,2,256.0
6,1959,1357,5,1,177.0
7,1948,1079,5,1,125.6
6,1953,1094,5,2,155.0
6,1908,2358,10,1,240.0
5,1940,1518,5,2,260.0
6,1918,1674,8,1,185.0
6,1935,2108,7,2,235.0
5,1956,1509,6,1,159.9
5,1975,864,4,0,99.6
6,1962,1269,7,0,134.5
5,1900,1367,7,0,119.0
5,1910,1347,5,0,107.5
5,1950,1164,5,0,125.0
6,1924,1096,5,0,79.0
5,1941,1111,5,0,95.0
7,1990,2329,10,1,262.28
6,1995,2814,9,1,260.0
7,1994,1626,7,1,226.5
7,1993,2200,9,1,225.0
7,1996,2037,8,1,229.0
7,2007,1356,6,1,177.439
8,2007,1615,7,1,248.5
9,2008,2276,7,2,475.0
9,2008,1766,8,2,395.039
7,1993,2097,9,1,228.0
8,1995,1511,6,1,225.0
6,1966,1643,6,1,195.0
6,1997,1688,8,0,200.0
5,1994,990,5,0,155.0
5,1995,1099,6,0,144.0
5,1994,990,5,0,145.0
7,1997,1418,5,1,226.001
6,1997,1771,6,0,215.7
7,2000,1652,6,0,207.5
7,1999,1790,7,0,193.0
7,1998,1724,8,0,188.0
7,1999,1479,6,0,191.0
7,2002,1494,6,1,221.0
7,2001,1792,7,1,231.5
7,2000,1823,6,0,235.0
7,2001,1786,6,1,223.5
5,1975,938,5,0,130.25
5,1977,985,6,0,149.9
5,1978,1174,5,0,158.0
6,1978,1026,5,0,147.0
5,1975,1076,5,1,143.195
5,1975,1558,5,0,163.0
5,1975,924,5,0,110.0
5,1972,864,5,0,127.0
5,1972,780,4,0,124.9
8,2002,1795,7,1,230.0
8,2002,2031,7,1,237.0
7,2000,1865,7,1,235.0
7,2001,2161,8,1,230.5
8,1999,1852,7,2,230.0
7,1998,2031,8,1,222.5
8,2001,2263,7,1,287.0
9,2001,1947,7,1,274.0
8,2002,1786,6,1,300.0
8,2002,2290,9,1,255.9
7,2003,1768,8,0,224.9
7,2003,2327,9,1,240.0
7,2003,1640,6,0,183.0
8,1999,1764,7,1,207.0
7,1994,1908,8,1,210.0
6,2003,848,3,0,136.5
6,2004,848,3,0,145.0
6,1997,1493,7,1,208.9
6,1997,1838,8,0,185.0
7,2002,1536,7,0,214.0
7,2003,1710,8,0,208.5
7,2004,1445,6,0,186.5
7,2004,1436,8,0,210.0
7,2004,1582,6,0,185.9
8,2007,1234,7,0,179.9
7,2007,1564,6,0,218.836
7,2007,1361,6,0,193.0
7,2005,1456,7,1,189.0
6,2004,848,3,1,149.3
6,2004,848,3,1,141.0
6,2004,848,3,1,149.0
6,2004,848,4,1,144.5
5,1910,796,4,0,85.0
5,1900,2200,9,0,145.9
5,1966,1092,6,0,123.0
5,1965,1256,6,0,147.5
5,1976,1033,6,0,165.0
6,1976,1127,6,1,135.0
5,1940,996,6,1,108.0
4,1972,1181,6,0,137.5
7,2003,1656,7,1,165.4
6,1977,1117,6,1,147.0
6,1976,1398,6,1,160.5
4,2005,1132,5,0,176.0
5,1959,3820,11,2,284.7
10,2008,5642,12,3,160.0
6,2005,1072,5,0,148.0
4,1955,1152,6,0,82.0
4,1955,1152,6,0,82.0
4,1955,1440,8,0,118.0
4,1955,1152,6,0,82.5
4,1955,784,4,0,91.9
5,1938,1053,5,0,120.0
5,1947,1137,8,0,96.0
4,1953,930,5,0,99.0
5,1946,1200,6,0,130.5
4,1954,1470,7,0,135.0
5,1955,1393,8,0,135.5
4,1954,1204,6,0,100.0
4,1923,1292,6,0,108.0
5,1925,864,5,0,98.0
3,1914,864,5,0,67.0
5,1912,1716,9,0,135.9
6,1925,1482,7,0,140.0
5,1939,2192,8,1,179.5
6,1925,1694,7,1,136.5
7,1921,1424,7,1,168.0
5,1911,1964,7,0,130.0
5,1921,2601,8,0,189.0
6,1930,1920,10,2,161.9
6,1926,1316,6,1,145.0
6,1922,2555,11,1,191.0
6,1915,1680,8,0,177.0
6,1914,1264,6,0,147.5
6,1930,790,4,0,91.0
8,1925,1512,7,1,231.0
6,1936,1639,6,0,115.0
6,1923,1603,7,1,138.0
7,1931,1502,6,1,149.0
6,1934,1660,6,1,188.7
5,1937,1938,7,1,198.0
5,1938,1374,6,0,110.0
6,1951,1091,5,1,104.0
8,1935,1873,9,2,257.076
8,1935,3447,11,2,381.0
7,1939,1954,8,2,311.5
7,1950,2161,8,2,263.4
5,1956,1898,7,2,236.5
6,1954,1640,7,1,224.0
6,1980,1032,5,1,116.5
6,1980,1556,6,1,151.0
6,1926,919,5,0,126.0
6,1940,1090,5,0,120.0
4,1922,796,5,0,55.0
6,1930,816,5,0,120.5
5,1940,778,4,1,120.5
5,1930,1200,7,0,119.0
5,1967,1656,7,1,126.0
5,1930,912,5,0,99.5
5,1958,1955,7,0,165.5
1,1952,733,4,0,13.1
4,1895,1361,6,0,89.0
4,1920,1317,6,0,40.0
4,1910,1049,5,0,80.9
3,1935,894,6,0,81.0
4,1920,864,5,0,65.0
8,2008,1652,5,1,392.5
8,2007,1648,5,1,294.464
7,2004,1646,5,1,250.0
8,2004,1646,5,1,275.0
7,1996,2032,7,0,300.0
8,2002,1689,7,2,271.0
7,1996,1820,8,1,213.0
6,1977,1118,6,1,171.0
6,1977,1279,6,2,171.5
5,1976,1872,8,0,100.0
4,1991,1689,6,1,228.5
5,1965,1786,7,2,228.95
7,1986,1501,6,1,241.5
8,1976,2898,10,1,287.0
8,2006,1537,8,0,294.0
8,2007,1646,7,1,293.077
8,2007,1780,6,1,264.966
5,2006,1442,6,0,172.5
5,2006,1394,7,0,167.5
7,2008,1612,6,0,218.689
6,1989,1495,8,1,150.0
6,1986,1651,7,1,184.0
6,1986,1256,6,1,180.0
6,1988,1509,5,1,175.0
8,2003,1440,7,1,232.5
6,1999,1675,6,0,195.0
8,2003,2262,10,2,305.0
8,2007,1728,7,1,298.751
8,2005,1964,7,1,370.0
7,1997,1344,8,0,209.2
7,1997,1344,8,0,206.3
5,2007,1092,5,0,146.0
6,1997,1189,4,0,160.5
4,1964,1200,6,0,173.0
5,1975,1040,6,0,124.0
5,1976,1304,4,1,115.0
5,1976,1475,6,1,129.5
4,1973,988,5,0,105.0
4,1973,988,4,1,94.9
5,1968,1160,6,0,152.5
6,1970,1092,6,0,98.0
4,1972,630,3,0,81.0
5,1954,988,4,0,113.0
5,1983,816,4,0,128.5
5,1984,923,5,0,119.5
5,1982,816,5,1,130.5
5,1982,816,4,0,138.0
5,1982,845,6,0,134.5
6,1940,1750,7,0,160.0
5,1984,889,6,0,137.5
5,1969,1968,7,1,172.0
5,1900,1836,7,0,103.0
6,1971,1587,7,1,167.3
7,1970,1277,5,1,167.0
7,1973,2223,8,2,244.0
8,1970,2217,8,1,268.0
7,2003,1733,7,1,225.0
6,1995,1572,7,1,168.0
6,1997,1470,6,0,177.0
6,1997,1600,7,1,169.0
6,1997,1384,7,1,161.5
8,2000,1652,6,0,251.0
6,1994,1694,7,1,160.0
6,1999,1714,7,1,180.0
7,1996,1553,6,0,178.75
7,1995,1253,6,1,176.0
6,1999,2299,7,1,204.0
7,1992,1187,6,0,160.0
7,1991,1472,7,1,160.0
7,1992,1482,7,1,163.9
6,1993,1642,7,1,168.0
6,1964,1128,6,1,154.204
8,1986,1088,5,0,170.0
7,1984,2090,6,1,207.5
8,1988,1179,5,0,182.0
8,1990,1321,4,1,212.0
9,2005,1922,8,1,377.426
8,2005,2541,10,1,349.265
9,2006,2338,8,2,591.587
5,1969,1424,7,0,155.0
9,2006,1612,6,1,319.9
8,2007,1419,7,1,392.0
8,2006,2234,7,1,441.929
10,2006,2042,8,1,455.0
6,1981,1440,7,1,182.9
6,1984,1284,5,0,174.0
6,1984,1868,7,1,178.0
7,1981,1479,6,1,176.0
7,1978,1664,7,1,213.0
7,1979,1930,9,1,192.0
7,1977,1969,8,1,190.0
6,1976,2030,8,1,195.0
6,1978,1032,6,1,148.0
6,1984,1177,6,0,151.5
7,1979,1725,6,1,197.0
6,1979,1353,5,1,192.35
5,1969,1620,7,0,152.0
6,1971,1220,6,1,170.0
5,1971,1484,7,1,175.0
6,1968,1743,7,1,175.0
7,1976,1935,7,1,197.9
7,1976,1324,5,1,174.0
6,1974,1877,8,1,178.9
5,1971,1109,5,0,139.0
6,1971,981,5,0,143.25
7,1972,1479,7,0,184.0
5,1970,1422,7,0,155.0
5,1970,914,5,0,133.0
5,1971,950,5,0,119.5
4,1971,872,5,0,123.0
4,1971,858,4,0,110.0
4,1961,914,4,0,128.0
4,1971,864,5,0,120.5
7,1998,767,4,0,133.0
6,2001,1337,5,1,155.0
6,1997,1337,5,1,177.0
6,1973,1092,6,0,113.5
6,1973,1218,7,0,113.0
6,1973,1218,7,0,113.7
5,1970,1302,6,0,106.0
5,1971,1365,6,0,122.5
6,1976,958,5,1,128.0
6,1976,1548,7,1,155.0
7,1978,1055,4,0,142.5
5,1966,988,5,0,129.25
9,2006,1816,7,1,356.0
9,2007,1828,9,1,314.813
8,2007,1694,7,0,318.0
8,2006,1694,7,1,322.4
8,2007,1734,7,1,318.0
8,2007,2122,7,1,345.474
9,2006,2121,8,1,415.298
9,2007,2656,8,1,492.0
8,2006,2550,11,1,338.931
10,2005,2046,7,2,450.0
7,2006,2172,9,1,280.0
9,2007,2552,8,2,479.069
8,2006,1973,9,1,395.0
9,2006,2643,9,1,380.0
8,2006,1634,7,1,250.0
8,2006,1976,7,1,440.0
9,2005,2758,9,1,418.0
10,2007,2290,7,1,500.067
8,2007,2152,7,1,260.116
8,2004,2473,9,1,317.0
8,2007,2100,8,2,319.5
8,2007,2161,8,1,325.624
9,2006,1802,7,1,372.0
8,2004,2956,11,1,342.0
8,2004,2468,10,1,354.0
8,2003,2385,7,1,350.0
8,2003,2374,10,1,285.0
8,2007,1818,8,1,281.5
7,2005,1614,7,0,245.7
8,2005,1721,7,0,232.698
8,2006,1828,7,0,250.0
6,2005,1362,6,1,194.7
6,2005,1302,5,1,204.0
6,2005,1302,5,1,200.0
6,2005,1362,6,1,207.0
8,2006,1554,6,1,209.5
8,2006,1554,6,1,209.5
8,2006,1370,6,1,202.5
9,2005,1577,6,1,280.0
9,2005,1561,6,1,277.5
9,2007,1869,6,1,318.061
8,2006,1324,6,1,221.37
7,2003,1405,6,1,200.0
6,2007,1496,7,0,181.755
6,2005,1536,6,1,176.0
6,2005,1484,8,1,178.9
7,2006,1458,6,0,168.165
6,2006,1495,7,1,171.925
6,2006,1746,6,1,198.444
6,2005,1326,6,0,203.0
7,2007,1456,8,1,179.54
7,2007,1302,6,0,176.485
7,2007,1340,6,0,181.134
6,2006,1412,6,1,156.932
6,2007,1504,6,0,166.0
7,2007,1456,7,0,177.594
7,2007,1258,6,0,173.5
7,2006,1258,6,1,172.5
7,2006,1402,7,1,194.201
8,2003,1589,7,1,226.5
7,2007,1266,6,1,185.485
7,2004,1530,7,1,259.0
7,2004,1119,5,0,188.5
7,2004,1374,8,1,175.0
7,2004,1959,8,1,215.0
7,2006,1525,6,1,206.58
7,2004,1720,7,1,183.5
7,2003,1394,7,1,165.5
7,2003,1948,8,1,211.0
6,2000,1690,7,1,181.0
7,2002,1995,8,1,219.5
6,1999,1647,7,1,175.0
7,2000,1430,8,1,170.0
7,2003,1320,6,0,162.0
6,2000,1690,7,1,187.0
6,1999,1644,7,1,185.0
10,1996,4476,10,2,745.0
