cin,x,z
461065,0,0
136903,0,0
184178,0,0
245371,0,0
487341,0,0
100629,0,0
135894,0,0
122443,0,0
198751,0,0
157013,0,0
361778,0,0
468485,0,0
202986,0,0
436048,0,0
277778,0,0
447434,0,0
356040,0,0
191645,0,0
454154,0,0
466205,0,0
351830,0,0
161607,0,0
212341,0,0
269135,0,0
252754,0,0
405886,0,0
486462,0,0
271746,0,0
483730,0,0
396229,0,0
437990,0,0
273477,0,0
241077,0,0
410774,0,0
428623,0,0
331702,0,0
388181,0,0
213779,0,0
196332,0,0
325123,0,0
274515,1,0
235391,0,0
268613,0,0
277503,0,0
285568,0,0
390278,0,0
324290,0,0
171503,0,0
215927,0,0
436770,0,0
290105,0,0
423851,0,0
420890,0,0
171951,0,0
253230,0,0
264643,0,0
423140,0,0
179001,0,0
229704,0,0
432547,0,0
265463,0,0
256267,0,0
159973,0,0
389979,0,0
449577,0,0
268738,0,0
429586,0,0
308603,0,0
201236,0,0
271969,0,0
307231,0,0
451512,0,0
333787,0,0
170359,0,0
340992,0,0
161544,0,0
355587,0,0
377959,0,0
357659,0,0
350682,0,0
374631,0,0
148625,1,1
319949,1,1
276898,0,0
153071,0,0
434783,0,0
144755,0,0
261969,0,0
284072,0,0
235612,0,0
318411,0,0
145991,0,0
103787,0,0
160517,0,0
183569,0,0
250407,0,0
264722,0,0
364528,0,0
131402,0,0
405402,0,0
141537,0,0
374717,0,0
118173,0,0
314180,0,0
227510,0,0
257388,0,0
348058,0,0
222962,0,0
395682,0,0
267099,0,0
181148,0,0
293415,0,0
321259,0,0
367674,0,0
310325,0,0
224730,0,0
320113,0,0
397685,0,0
392192,0,0
313078,0,0
337579,0,0
383410,0,0
411468,0,0
382390,0,0
151236,0,0
195968,0,0
163300,0,0
322196,0,0
295361,0,0
290286,0,0
160337,0,0
139355,0,0
268716,0,0
147346,0,0
298943,0,1
232703,0,0
107297,0,0
256942,0,0
254949,0,0
199546,0,0
400330,0,0
273681,0,0
469126,0,0
342927,0,0
472373,0,0
212966,0,0
134634,0,0
438868,0,0
239180,0,0
443656,0,0
343277,0,0
170227,0,0
311978,0,0
484021,0,0
351893,0,0
173737,0,0
346258,0,0
417178,0,0
356219,0,0
206073,0,0
363099,0,0
386348,0,0
332261,0,0
323457,0,0
369870,0,0
421736,0,0
261339,0,0
446492,0,0
259317,0,0
491222,0,0
207560,0,0
298059,0,0
164602,0,0
428888,0,0
288052,0,0
210637,0,0
196860,0,0
272259,0,0
381861,0,0
351257,0,0
499487,0,0
275788,0,0
217568,0,0
399852,0,0
152221,0,0
269138,0,0
445427,0,0
318931,0,0
424012,0,0
373390,0,0
370880,0,0
142357,0,0
485833,0,0
194686,0,0
183349,0,0
153786,0,0
236906,0,0
180584,0,0
110350,0,0
421726,0,0
103852,0,0
461904,0,0
396934,0,0
386933,0,0
421895,0,0
140229,0,0
175430,0,0
219351,0,0
124000,0,0
204682,0,0
494469,0,0
401540,0,0
261180,0,0
492308,0,0
372086,0,0
299613,0,0
199606,0,0
442396,0,0
345055,0,0
257006,0,0
437295,0,0
440478,0,0
249901,0,0
332485,0,0
120940,0,0
229948,0,0
157059,0,0
306994,0,0
418553,0,0
494465,0,0
412466,0,0
319483,0,0
420387,0,0
145604,0,0
191890,0,0
103548,0,0
128937,0,0
233864,0,0
153587,1,1
199900,0,0
354616,0,0
326045,0,0
169999,0,0
253917,0,0
238042,0,0
404491,0,0
425159,0,0
423516,0,0
489897,0,0
178423,0,0
264214,0,0
419852,0,0
169558,0,0
370529,0,0
428441,0,0
300040,0,0
116897,0,0
198685,0,0
159537,0,0
204468,0,0
392241,0,0
335889,0,0
187209,0,0
409418,0,0
211648,0,0
257672,0,0
495968,0,0
213478,0,0
260148,0,0
352461,0,0
455937,0,0
289715,0,0
177425,0,0
293796,0,0
230144,0,0
451307,0,0
455307,0,0
136137,0,0
371030,0,0
319799,0,0
413247,0,0
456942,0,0
293738,0,0
212041,0,0
161776,0,0
160765,0,0
169289,0,0
180224,0,0
465471,0,0
139592,0,0
267640,0,0
374342,0,0
331118,0,0
447879,0,0
325385,0,0
274060,0,0
179363,0,0
367981,0,0
100714,0,0
390414,0,0
445919,0,0
405523,0,0
453580,0,0
278969,0,0
356170,0,0
230825,0,0
445711,0,0
481966,0,0
168587,0,0
436120,0,0
453006,0,0
184934,0,0
115179,0,0
119593,0,0
306421,0,0
191959,0,0
102637,0,0
404399,0,0
447089,0,0
289890,0,0
329361,0,0
242038,0,0
333657,0,0
139478,0,0
175578,0,0
294551,0,0
400798,0,0
265931,0,0
464480,0,0
480121,0,0
174857,0,0
459354,0,0
184360,0,0
306737,0,0
159814,0,0
104878,0,0
163676,0,0
154488,0,0
351492,0,0
213065,0,0
171361,0,0
222684,0,0
358171,0,0
461689,0,0
215788,0,0
138027,0,0
206088,0,0
190746,0,0
461767,0,0
258769,0,0
144907,0,0
378418,0,0
420458,0,0
392970,0,0
355779,0,0
195831,0,0
284037,0,0
248010,0,0
476652,0,0
261001,0,0
157915,0,0
306254,0,0
485592,0,0
317549,0,0
419209,0,0
356949,0,0
448491,0,0
484588,0,0
267082,0,0
340996,0,0
330929,0,0
173555,0,0
259297,0,0
227739,0,0
416031,0,0
339899,0,0
487407,0,0
129971,0,0
208891,0,0
293081,0,0
268572,0,0
409487,0,0
205238,0,0
488995,0,0
320704,0,0
399483,0,0
289060,0,0
230996,0,0
104437,0,0
262569,0,0
453526,0,0
452033,0,0
421219,0,0
119778,0,0
301372,0,0
476626,0,0
336080,0,0
446512,0,0
263920,0,0
185277,1,1
115176,0,0
498548,0,0
138530,0,0
296768,0,0
339346,0,0
339987,0,0
111488,0,0
118786,0,0
241164,0,0
337764,0,0
432552,0,0
110437,0,0
330142,0,0
407775,0,0
411362,0,0
354473,0,0
198789,0,0
364995,0,0
165096,0,0
115217,0,0
106480,0,0
467116,0,0
363245,0,0
326129,0,0
383183,0,0
176295,0,0
361562,0,0
182679,0,0
436275,0,0
274749,0,0
161974,0,0
384704,0,0
100820,0,0
439318,0,0
475245,0,0
105385,0,0
351390,0,0
169102,0,0
327942,0,0
158915,0,0
249455,0,0
465151,0,0
460269,0,0
364623,0,0
248989,0,0
246982,0,0
270419,0,0
160384,0,0
119724,0,0
463606,0,0
252915,0,0
311963,0,0
444386,0,0
465180,0,0
176516,0,0
203981,0,0
470475,0,0
472639,0,0
284211,0,0
333967,0,0
399871,0,0
402698,1,1
467203,0,0
143172,0,0
121013,0,0
363638,0,0
376503,0,0
138268,0,0
166528,0,0
291780,0,0
449179,0,0
327493,0,0
187493,0,0
339090,0,0
463678,0,0
293575,0,0
214578,0,0
157741,0,0
215884,0,0
434466,0,0
192346,0,0
356555,0,0
327671,0,0
422986,0,0
443170,0,0
106213,0,0
356265,0,0
194003,0,0
281407,0,0
211011,0,0
336149,0,0
203714,0,0
214243,0,0
373115,0,0
344074,0,0
171964,0,0
119642,0,0
212364,0,0
238930,0,0
435868,0,0
481936,0,0
141833,1,1
153641,0,0
300810,0,0
147289,0,0
401889,0,0
383105,0,0
449903,0,0
365651,0,0
350738,0,0
287654,0,0
211477,0,0
181235,0,0
455041,0,0
429913,0,0
168707,0,0
311421,0,0
182202,0,0
439214,0,0
199934,0,0
129321,0,0
273145,0,0
381814,0,0
152898,0,0
267308,0,0
103343,0,0
477651,0,0
191332,0,0
227117,0,0
353882,0,0
477319,0,0
212734,0,0
369615,0,0
297651,0,0
301690,0,0
240219,0,0
445194,0,0
174112,0,0
415859,0,0
467955,1,1
150009,0,0
271597,0,0
381875,0,0
458753,0,0
145200,0,0
345573,0,0
165556,0,0
477819,0,0
422792,0,0
350888,0,0
373978,0,0
321705,0,0
483967,0,0
231389,0,0
287845,0,0
480955,0,0
108046,0,0
371661,0,0
439393,0,0
218628,0,0
415988,0,0
117112,0,0
398531,0,0
482355,0,0
337189,0,0
284655,0,0
451527,0,0
214963,0,0
339571,0,0
140342,0,0
394905,0,0
435856,0,0
477106,0,0
123969,0,0
473361,0,0
288842,0,0
460795,0,0
380947,0,0
102396,0,0
187022,0,0
438712,0,0
158341,0,0
473622,0,0
126924,0,0
351036,0,0
140839,0,0
439888,0,0
105950,0,0
372932,0,0
226784,0,0
400923,0,0
462028,0,0
190470,0,0
170193,0,0
456206,0,0
473764,0,0
430696,0,0
353195,0,0
406549,0,0
348728,0,0
121144,0,0
284101,0,0
256529,0,0
271361,0,0
192154,0,0
215890,0,0
209885,0,0
159782,0,0
161964,0,0
120191,0,0
160559,0,0
168528,0,0
411972,0,0
192839,0,0
170911,0,0
437326,0,0
128482,0,0
306080,0,0
424066,0,0
297450,0,0
268104,0,0
258980,0,0
250048,0,0
492085,0,0
498102,0,0
423233,0,0
208940,0,0
438117,0,0
427801,0,0
135337,0,0
323590,0,0
220619,0,0
421526,0,0
435983,0,0
184049,0,0
247041,0,0
451224,0,0
331047,0,0
354922,0,0
226264,0,0
442796,0,0
300968,0,0
489707,0,0
286270,0,0
120836,0,0
356321,0,0
299267,0,0
148996,0,0
237548,0,0
438419,0,0
349410,0,0
198905,0,0
193020,0,0
338467,0,0
346099,0,0
494663,0,0
129420,0,0
498453,0,0
160631,0,0
355972,0,0
253351,0,0
317065,0,0
495185,0,0
378871,0,0
274177,0,0
163897,0,0
292472,0,0
168007,0,0
256469,0,0
375593,0,0
106197,0,0
338267,0,0
287362,0,0
347501,0,0
354068,0,0
369864,0,0
270622,0,0
166365,0,0
475735,0,0
433281,1,1
180048,0,0
282177,0,0
364576,0,0
481682,0,0
439060,0,0
135218,0,0
349492,0,0
481142,0,0
257889,0,0
380835,0,0
268407,0,0
356131,0,0
418947,0,0
407552,0,0
322210,0,0
325672,0,0
117250,0,0
283560,0,0
271670,0,0
136466,1,1
198347,0,0
150707,1,1
182068,0,0
346947,0,0
240716,0,0
189397,0,0
340841,0,0
388799,0,0
441556,0,0
299767,0,0
169086,0,0
183065,0,0
165625,0,0
113822,0,0
205461,0,0
187223,0,0
245684,1,1
210970,0,0
251952,0,0
304527,0,0
103201,0,0
325040,0,0
262154,0,0
451934,1,0
229066,0,0
201229,0,0
300386,0,0
119509,0,0
401603,0,0
215323,0,0
253709,1,1
459982,0,0
260174,0,0
373120,0,0
138409,0,0
321777,0,0
472978,0,0
427455,0,0
457412,0,0
436935,0,0
469616,0,0
448941,0,0
460383,0,0
415896,0,0
149998,0,0
316033,0,0
346757,0,0
296241,0,0
353111,0,0
456065,0,0
242823,0,0
142245,0,0
244519,0,0
223542,0,0
491351,0,0
204897,0,0
335105,0,0
218429,0,0
202611,0,0
110934,0,0
481607,0,0
192905,0,0
108536,0,0
204692,0,0
372780,0,0
130676,0,0
377566,0,0
339623,0,0
202719,0,0
335990,0,0
329088,0,0
139844,0,0
439629,0,0
146372,0,0
390048,0,0
240494,0,0
170638,0,0
348072,0,0
257430,0,0
364429,0,0
262922,0,0
150918,0,0
473227,0,0
359848,0,0
364186,0,0
424943,0,0
306848,0,0
240722,0,0
181499,0,0
340647,0,0
108547,0,0
175975,0,0
215141,0,0
445038,0,0
263852,0,0
308739,0,0
302955,0,0
337193,0,0
308434,0,0
250346,0,0
345540,0,0
379291,0,0
128455,0,0
109859,0,0
390744,0,0
407007,0,0
403863,0,0
239785,0,0
478222,0,0
193665,0,0
458200,0,0
364354,0,0
148983,0,0
311433,0,0
323191,0,0
207782,0,0
467858,0,0
226771,0,0
257147,0,0
433185,0,0
446692,1,1
327836,0,0
180725,0,0
267108,0,0
295665,0,0
287372,0,0
223753,0,0
277438,0,0
156848,0,0
147406,0,0
225483,0,0
494830,0,0
328366,0,0
403006,0,0
100299,0,0
467324,0,0
159110,0,0
123153,1,0
202055,0,0
292341,0,0
147594,0,0
346934,0,0
309838,0,0
393126,0,0
489925,0,0
311518,0,0
208046,0,0
351555,0,0
171566,0,0
131824,0,0
437966,0,0
444054,0,0
385396,0,0
271593,0,0
208706,0,0
291581,0,0
463415,0,0
495486,0,0
144513,0,0
349184,0,0
374368,0,0
422134,0,0
237160,0,0
226211,0,0
463210,0,0
389363,0,0
377317,0,0
466188,0,0
379975,0,0
172000,0,0
326607,0,0
393358,0,0
305311,0,0
316660,0,0
430879,0,0
384802,0,0
378971,0,0
257514,0,0
402763,0,0
426241,0,0
111502,0,0
102907,0,0
341931,0,0
280624,0,0
121304,0,0
220767,0,0
447975,0,0
258211,0,0
107384,0,0
250518,0,0
304693,0,0
186179,0,0
317376,0,0
363398,0,0
292854,0,0
434904,0,0
261525,0,0
292645,0,0
184081,0,0
288105,0,0
314946,0,0
473123,0,0
480278,0,0
395676,0,0
202793,0,0
475216,0,0
259041,0,0
412925,0,0
200025,0,0
163853,0,0
443293,0,0
193827,0,0
138724,0,0
234726,0,0
239950,0,0
257156,0,0
381137,1,1
128078,0,0
422766,0,0
444544,0,0
227567,0,0
132523,0,0
244927,0,0
338424,0,0
363465,0,0
212791,0,0
120620,0,0
194028,0,0
255200,0,0
201947,0,0
485159,0,0
393224,0,0
406899,0,0
272103,0,0
247958,0,0
401828,0,0
366512,0,0
197484,0,0
356871,0,0
247721,0,0
123744,0,0
332328,0,0
231414,0,0
453268,0,0
126662,0,0
292104,0,0
152418,0,0
402737,0,0
268980,0,0
207712,0,0
441966,0,0
232339,0,0
430624,0,0
179051,0,0
257994,0,0
218252,0,0
442598,0,0
416348,0,0
419973,0,0
356820,0,0
111262,0,0
325332,0,0
423390,0,0
409057,0,0
472471,0,0
148477,0,0
249127,0,0
319687,0,0
108039,0,0
194265,0,0
133445,0,0
124379,0,0
487160,0,0
146147,0,0
137426,0,0
447062,0,0
180525,0,0
367819,0,0
261628,0,0
461554,0,0
262310,0,0
350958,0,0
421026,0,0
164362,0,0
140406,0,0
484422,0,0
116268,0,0
133026,0,0
341496,0,0
455343,0,0
482989,0,0
124025,1,1
328584,0,0
218316,0,0
464722,0,0
133322,0,0
240940,0,0
210738,0,0
446650,0,0
391880,0,0
440331,0,0
211091,0,0
217713,0,0
274609,0,0
332665,0,0
127472,0,0
109393,0,0
254653,0,0
455190,0,0
136066,0,0
281773,0,0
131476,0,0
257891,0,0
339357,0,0
486721,0,0
454744,0,0
166818,0,0
296524,0,0
237460,0,0
228758,0,0
280969,0,0
377776,0,0
276228,0,0
195083,0,0
181462,0,0
297012,0,0
477250,0,0
362732,0,0
445268,0,0
295566,0,0
344912,1,0
368217,0,0
462293,0,0
126517,0,0
105097,0,0
394066,0,0
161276,0,0
388660,0,0
424229,0,0
234107,0,0
150165,0,0
337257,0,0
138824,0,0
421099,0,0
257424,0,0
126363,0,0
307517,0,0
128552,0,0
432346,0,0
317286,0,0
467445,0,0
169568,0,0
166548,0,0
223124,1,0
485107,0,0
462654,0,0
457413,0,0
291292,0,0
130566,0,0
182828,0,0
100454,0,0
407274,0,0
443618,0,0
467697,0,0
228358,0,0
164084,0,0
129380,0,0
177255,0,0
398991,0,0
196456,0,0
284977,0,0
354236,0,0
207089,0,0
340603,0,0
488318,0,0
307168,0,0
470989,0,0
264286,0,0
496522,0,0
469561,0,0
374266,0,0
292774,0,0
496594,0,0
189095,0,0
320104,0,0
343384,0,0
364375,0,0
447149,0,0
332265,0,0
188415,0,0
471702,0,0
356018,0,0
133203,0,0
108722,0,0
208306,0,0
171711,0,0
452741,0,0
229385,0,0
256678,0,0
490450,0,0
308148,0,0
234345,0,0
138666,0,0
163305,0,0
472378,1,0
234177,0,0
171950,0,0
218145,0,0
205209,0,0
497537,0,0
243407,0,0
338233,0,0
437039,0,0
362451,0,0
245424,0,0
430648,0,0
152360,0,0
447195,0,0
161751,0,0
232329,0,0
177566,0,0
131745,0,0
306791,0,0
458863,0,0
109198,0,0
199514,0,0
364717,0,0
254738,0,0
372279,0,0
372504,0,0
187627,0,0
231115,0,0
375806,0,0
132721,0,0
204951,0,0
388941,0,0
329876,0,0
387731,0,0
439556,0,0
119555,0,0
411449,0,0
236823,0,0
102810,1,0
311274,0,0
482690,0,0
215009,0,0
312790,0,0
231963,0,0
169488,0,0
263043,0,0
323540,0,0
374762,0,0
233547,0,0
206279,0,0
444803,0,0
159584,0,0
495822,0,0
386127,0,0
102533,0,0
353272,0,0
159274,0,0
278632,0,0
316003,0,0
481284,0,0
211083,0,0
335202,0,0
192266,0,0
193794,0,0
247369,0,0
110526,0,0
438683,0,0
334218,0,0
112453,0,0
464708,0,0
455263,0,0
451285,0,0
163991,0,0
488694,0,0
449665,0,0
461824,0,0
400690,0,0
147476,0,0
320733,0,0
348432,0,0
388409,0,0
468100,0,0
225659,0,0
406771,0,0
321736,0,0
178194,0,0
144492,0,0
433382,0,0
223699,0,0
248529,0,0
273484,0,0
144951,1,0
230651,0,0
412270,0,0
457775,0,0
361177,0,0
430178,0,0
408073,0,0
478584,0,0
241531,0,0
460108,1,0
327895,0,0
232262,0,0
461344,0,0
359050,0,0
285756,1,0
188202,0,0
313474,0,0
430023,0,0
192365,0,0
419360,1,1
390206,0,0
481999,0,0
276996,0,0
233873,0,0
392533,0,0
214510,0,0
367075,0,0
335706,0,0
249075,0,0
342665,0,0
473110,0,0
318067,0,0
289871,0,0
381046,0,0
216762,0,0
317843,0,0
353969,0,0
446944,0,0
379807,0,0
346501,0,0
196405,0,0
107998,0,0
404111,0,0
458356,0,0
140192,0,0
276143,0,0
185197,0,0
400267,0,0
295042,0,0
157133,0,0
313932,0,0
412690,0,0
107871,0,0
428596,0,0
129312,0,0
273914,0,0
431964,0,0
256428,0,0
239893,0,0
350159,0,0
102000,0,0
400352,0,0
420097,0,0
335426,0,0
461910,0,0
452333,0,0
446379,0,0
376002,0,0
411285,0,0
459349,0,0
242229,0,0
162039,0,0
415947,0,0
401999,0,0
136931,0,0
157513,0,0
352669,0,0
236402,0,0
386474,0,0
238656,0,0
300533,0,0
244039,0,0
486967,0,0
154309,0,0
205691,0,0
241530,0,0
451587,0,0
397158,0,0
127520,0,0
389234,0,0
178455,0,0
251929,0,0
234451,0,0
298843,0,0
198240,0,0
290552,0,0
458805,0,0
258149,0,0
112877,0,0
237448,0,0
438507,0,0
119199,0,0
297234,0,0
104124,0,0
122774,0,0
392967,0,0
258729,0,0
218408,0,0
130415,0,0
134732,0,0
171895,0,0
133209,0,0
208449,0,0
109264,0,0
464942,0,0
480206,0,0
159076,0,0
324482,0,0
421409,0,0
391072,0,0
114024,0,0
281812,0,0
328164,0,0
266611,0,0
130718,0,0
216051,0,0
152411,0,0
125465,0,0
158841,0,0
439586,0,0
256085,0,0
216873,0,0
448202,0,0
404259,0,0
127020,0,0
348821,0,0
317386,0,0
303140,0,0
224752,0,0
236136,0,0
299069,0,0
402432,0,0
320448,0,0
383957,0,0
273916,0,0
361925,0,0
257176,0,0
340116,0,0
387106,0,0
243321,0,0
179892,0,0
189565,0,0
409723,0,0
480063,0,0
247596,0,0
447331,0,0
333802,0,0
278655,0,0
280944,0,0
398858,0,0
329468,0,0
332882,0,0
264457,0,0
108202,0,0
105845,0,0
108750,0,0
475400,1,1
480921,0,0
476840,0,0
394466,0,0
378319,0,0
420362,0,0
383648,0,0
287243,0,0
141668,0,0
277366,0,0
248513,0,0
366464,0,0
343048,0,0
126497,0,0
303873,0,0
210430,0,0
351150,0,0
221961,0,0
450882,0,0
361353,0,0
319981,0,0
437279,0,0
194565,0,0
110334,0,0
210494,0,0
228386,0,0
368589,0,0
455508,0,0
246279,0,0
218616,0,0
298691,0,0
488019,0,0
460733,0,0
274393,0,0
476629,0,0
350467,0,0
272818,0,0
434353,0,0
153899,0,0
410323,0,0
121313,0,0
439253,0,0
273617,0,0
204157,0,0
283352,0,0
201323,0,0
255008,0,0
471433,1,0
488256,0,0
465757,0,0
162622,0,0
292707,0,0
147821,0,0
162026,0,0
425405,0,0
427140,0,0
323694,0,0
497034,0,0
385985,0,0
264888,0,0
298043,0,0
288894,0,0
166157,0,0
146649,0,0
387957,0,0
178891,0,0
317802,0,0
293324,0,0
272944,0,0
215690,0,0
192730,0,0
286320,0,0
397701,0,0
270752,0,0
426525,0,0
499050,0,0
150757,0,0
104883,0,0
469041,0,0
153177,0,0
307425,0,0
188413,0,0
281770,0,0
105653,0,0
191486,0,0
174149,0,0
133801,0,0
352903,0,0
156268,0,0
140862,0,0
144886,0,0
116611,0,0
211794,0,0
128326,0,0
159479,0,0
426712,0,0
435076,0,0
435835,0,0
380040,0,0
349470,0,0
477974,0,0
114470,0,0
153428,0,0
153088,0,0
486792,0,0
384392,0,0
363084,0,0
334618,0,0
246654,0,0
426753,0,0
141428,0,0
255881,0,0
493112,0,0
438398,0,0
147344,0,0
449769,0,0
473993,1,0
169305,0,0
301405,0,0
198688,0,0
109825,0,0
183556,0,0
372808,0,0
416526,1,1
270984,0,0
108855,0,0
213950,0,0
178147,0,0
293125,0,0
137404,0,0
147810,0,0
300656,0,0
301497,0,0
222479,0,0
367640,0,0
453952,0,0
470833,0,0
265492,0,0
443281,0,0
236916,0,0
432234,0,0
332317,0,0
348462,0,0
468900,0,0
371521,0,0
447806,0,0
419275,0,0
214528,0,0
246724,0,0
482694,0,0
479883,0,0
352442,0,0
351175,0,0
499893,0,0
130359,0,0
494594,0,0
235164,0,0
234185,0,0
118889,0,0
387125,0,0
244008,0,0
449099,0,0
229647,0,0
314064,0,0
449865,0,0
495976,0,0
366311,0,0
331855,0,0
301090,0,0
214229,0,0
277496,0,0
127854,0,0
219908,0,0
237600,0,0
392028,1,0
379786,0,0
384229,0,0
206352,0,0
331790,0,0
359191,0,0
361726,0,0
125034,0,0
381998,0,0
383045,0,0
434338,0,0
336115,0,0
337877,0,0
243643,0,0
493162,0,0
188397,0,0
345392,0,0
426761,0,0
361302,0,0
139855,0,0
459700,0,0
413547,0,0
411577,0,0
426483,0,0
428601,0,0
417621,0,0
109632,0,0
426759,0,0
489796,0,0
158684,0,0
133335,0,0
241253,0,0
479571,0,0
278358,0,0
374624,0,0
472015,0,0
471143,0,0
268025,0,0
299171,0,0
257461,0,0
314544,0,0
463748,0,0
475845,0,0
255416,0,0
254411,0,0
359467,0,0
177530,0,0
121532,0,0
281329,0,0
378355,0,0
230804,0,0
224820,0,0
111553,0,0
270903,0,0
278705,0,0
193225,0,0
457951,0,0
186530,0,0
280286,0,0
403287,0,0
140835,0,0
276103,0,0
267894,0,0
334320,0,0
182500,0,0
499640,0,0
175127,0,0
417396,0,0
316955,0,0
105410,1,0
345899,0,0
417828,0,0
350603,0,0
436232,0,0
291664,0,0
266596,0,0
247511,0,0
178413,0,0
317018,0,0
141144,0,0
126507,0,0
323926,0,0
490439,0,0
392808,0,0
264314,0,0
463925,0,0
412542,0,0
194967,0,0
450682,0,0
292708,0,0
336454,0,0
236527,1,0
330383,0,0
230158,0,0
126289,0,0
317518,0,0
288940,0,0
177460,0,0
388214,0,0
437995,0,0
222942,0,0
172282,0,0
126023,0,0
104369,0,0
382303,0,0
456024,0,0
318370,0,0
164945,0,0
248404,0,0
266649,0,0
307746,0,0
357398,0,0
225114,0,0
114063,0,0
167237,0,0
308734,0,0
142565,0,0
333561,0,0
379226,0,0
206497,0,0
329734,0,0
141402,0,0
449530,0,0
113073,0,0
102162,0,0
208502,0,0
446343,0,0
218632,0,0
294759,0,0
394107,0,0
365414,0,0
399043,0,0
271924,0,0
375820,0,0
150941,0,0
325089,0,0
135565,0,0
474968,0,0
194589,0,0
255080,0,0
343596,0,0
407935,0,0
379099,0,0
480974,0,0
125540,0,0
463856,0,0
258116,0,0
463684,0,0
430175,0,0
261642,0,0
249238,0,0
382283,0,0
373983,0,0
324231,0,0
412592,0,0
300838,0,0
410464,0,0
365648,0,0
115363,0,0
163062,0,0
368324,0,0
396341,0,0
273152,0,0
327925,0,0
396709,0,0
171569,0,0
148833,0,0
356378,0,0
413880,0,0
479207,0,0
341775,0,0
239267,0,0
231582,0,0
362281,0,0
338654,0,0
434445,0,0
277596,0,0
468492,0,0
427429,0,0
198865,0,0
486420,0,0
307797,0,0
490759,0,0
453154,0,0
439360,0,0
403087,0,0
352968,0,0
419224,0,0
419983,0,0
355616,0,0
459059,0,0
146371,0,0
314580,0,0
187222,0,0
156084,0,0
157337,0,0
416576,0,0
485750,0,0
308087,0,0
269251,0,0
222758,0,0
499888,0,0
463872,0,0
230868,0,0
460989,0,0
141380,0,0
398967,0,0
316349,0,0
366926,0,0
376194,0,0
282609,0,0
447789,0,0
332113,0,0
371040,0,0
115867,0,0
336966,0,0
151525,0,0
155645,0,0
253083,0,0
373859,0,0
144541,0,0
345767,0,0
242217,0,0
473790,0,0
263839,0,0
265388,0,0
256716,0,0
343104,0,0
240232,0,0
442536,0,0
336934,0,0
135133,0,0
140948,0,0
127709,0,0
381678,0,0
180445,0,0
407694,0,0
212732,0,0
233215,0,0
422779,0,0
167314,0,0
141211,0,0
122142,0,0
113298,0,0
325762,0,0
400435,0,0
136111,0,0
190936,0,0
167048,0,0
276368,0,0
123774,0,0
453107,0,0
307495,0,0
343415,0,0
363441,0,0
130741,0,0
339487,0,0
468019,0,0
207689,0,0
356630,0,0
348244,0,0
157858,0,0
202585,0,0
290942,0,0
172387,0,0
229156,0,0
245834,0,0
320269,0,0
395786,0,0
127151,0,0
412688,0,0
351912,0,0
431560,0,0
472817,0,0
141291,0,0
453387,0,0
319092,0,0
292199,0,0
280837,0,0
121106,0,0
162696,0,0
256559,0,0
165260,0,0
238091,0,0
179898,0,0
212629,0,0
427894,0,0
329169,0,0
456295,0,0
251789,0,0
468760,0,0
348887,0,0
440499,0,0
127502,0,0
142321,0,0
269951,0,0
487641,0,0
271353,0,0
330511,0,0
466861,0,0
328796,0,0
137158,0,0
326380,0,0
201043,0,0
357638,0,0
446382,0,0
163975,0,0
361234,0,0
143828,0,0
397399,0,0
141528,0,0
193658,0,0
289399,0,0
358952,0,0
187664,0,0
165136,0,0
230161,0,0
200814,1,1
423455,0,0
485855,0,0
110876,0,0
178065,0,0
335323,0,0
412698,0,0
390179,0,0
282016,0,0
290066,0,0
196909,0,0
349852,0,0
448050,0,0
315382,0,0
335196,0,0
142942,0,0
454961,0,0
204267,0,0
330242,0,0
349582,0,0
142368,0,0
204995,0,0
269906,0,0
442745,0,0
434272,0,0
485449,0,0
311904,0,0
246335,0,0
353192,0,0
378139,0,0
360283,0,0
371446,0,0
443777,0,0
121930,0,0
233157,0,0
391479,0,0
119863,0,0
478221,0,0
227235,0,0
187870,0,0
396192,0,0
421365,0,0
392464,0,0
324830,0,0
223544,0,0
205013,0,0
121105,0,0
424804,0,0
239075,0,0
339172,0,0
496421,0,0
113061,0,0
450298,0,0
238537,0,0
202303,0,0
349391,0,0
280131,0,0
183957,0,0
271294,0,0
338359,0,0
158829,0,0
268871,0,0
176778,0,0
394796,0,0
291182,0,0
352764,0,0
446452,0,0
422240,0,0
126021,0,0
250622,0,0
246341,0,0
182475,0,0
132645,0,0
442657,0,0
303475,0,0
186574,0,0
282562,0,0
417197,0,0
403657,0,0
326101,0,0
452149,0,0
483963,0,0
156001,0,0
455675,0,0
158574,0,0
125735,0,0
284355,0,0
408112,0,0
398353,0,0
479682,0,0
168037,0,0
382069,0,0
405305,0,0
257304,0,0
447923,0,0
452263,0,0
407433,0,0
280485,0,0
289666,0,0
130803,1,0
424935,0,0
484647,0,0
308387,0,0
468866,0,0
394483,0,0
473681,0,0
127454,0,0
235451,0,0
269560,0,0
455860,0,0
290479,0,0
182546,0,0
142977,0,0
230367,0,0
292116,0,0
165444,1,1
120841,0,0
300539,0,0
457947,0,0
440726,1,1
406178,0,0
300316,0,0
485790,0,0
462636,0,0
355916,0,0
473397,0,0
341366,0,0
244043,0,0
267936,0,0
100354,0,0
307643,0,0
157288,0,0
344320,0,0
426758,0,0
354456,0,0
165716,0,0
347298,0,0
491175,0,0
359196,0,0
231123,0,0
178250,0,0
288748,0,0
394267,0,0
459298,0,0
235606,0,0
105030,0,0
387242,0,0
